ID,Name,Phone,Rate,Price,Zipcode,State,City,Address,Delivery,Takeout
670,Orange,(773) 248-0999,3.7,$$,60618,IL,Chicago,2011 W. Roscoe Street,No,Yes
671,Psistaria Greek Taverna,(847) 676-9400,3.9,$$,60712,IL,Lincolnwood,4711 W. Touhy Avenue,No,Yes
672,Salonica,(773) 752-3899,4,$$,60637,IL,Chicago,1440 E 57th Street,No,Yes
673,Bangers & Lace,(773) 252-6499,3.9,$$,60622,IL,Chicago,1670 W. Division Street,No,No
675,The Assembly,(847) 843-3993,3.7,$$,60169,IL,Chicago,Hoffman Estates 2570 Hassell Road,No,Yes
677,Uncle Sammy's,(773) 525-4800,4.1,$$,60614,IL,Chicago,1231 W. Fullerton Avenue,Yes,Yes
678,Green Door Tavern,(312) 664-5496,3.8,$$,60654,IL,Chicago,678 N Orleans Street,No,Yes
679,That Little Mexican Cafe,(773) 769-1004,3.8,$$,60660,IL,Chicago,1055 W. Bryn Mawr Avenue,No,Yes
680,Pita Inn,(847) 808-7733,4,$$,60090,IL,Chicago,122 S. Elmhurst Road,No,Yes
681,EggShells,(847) 719-3447,3.9,$$,60047,IL,Chicago,596 W. Route 22,Yes,Yes
682,Rajun Cajun,(773) 955-1145,3.7,$$,60615,IL,Chicago,1459 E 53rd Street,Yes,Yes
683,Acadia,(312) 360-9500,3.6,$$$,60616,IL,Chicago,1639 S. Wabash Avenue,No,No
684,Howl at the Moon,(312) 863-7427,3.2,$$,60654,IL,Chicago,26 W Hubbard Street,No,No
685,John & Tony's,(630) 520-0593,3.4,$$$$,60185,IL,Chicago,27W371 North Avenue,Yes,Yes
687,Kitty O'Shea's,(312) 294-6860,3.4,$$,60605,IL,Chicago,720 S Michigan Avenue,No,Yes
688,Bistronomic,(312) 944-8400,3.8,$$$,60611,IL,Chicago,840 N Wabash Avenue,No,Yes
689,Maravilla's Restaurant,(773) 643-3155,3.7,$$,60637,IL,Chicago,5506 S Lake Park Avenue,Yes,Yes
691,Yerbabuena,(630) 852-8040,4,$$,60532,IL,Lisle,4732 Main Street,No,Yes
692,Front Street Cantina,(630) 369-5218,3.8,$$,60540,IL,Naperville,15 W. Jefferson Avenue,No,Yes
693,Ted's Montana Grill,(630) 783-2493,3.5,$$,60440,IL,Chicago,623 E Boughton Road,No,Yes
694,Ben's Noodles and Rice,(773) 907-8936,4.2,$$,60660,IL,Chicago,1139 W. Bryn Mawr Avenue,Yes,Yes
695,Meli Cafe,(312) 834-0500,3.5,$$,60605,IL,Chicago,500 S Dearborn Street,No,Yes
696,Sneakers Sports Bar & Grill,(847) 455-4444,3.1,$$,60131,IL,Chicago,9721 Grand Avenue,Yes,Yes
697,L'Eiffel Bistrot & Creperie,(847) 428-4783,3.5,$$$$,60118,IL,Chicago,100 W Higgins Road,No,Yes
698,Jimmy's Charhouse,(847) 923-5000,3.5,$$$,60007,IL,Chicago,1180 W Devon Avenue,No,Yes
699,Golden Thai,(312) 733-0760,2.9,$,60607,IL,Chicago,1509 W. Taylor Street,Yes,Yes
700,ROOF on theWit,(312) 239-9501,3.4,$$,60601,IL,Chicago,201 N State Street,No,No
701,Max & Benny's Restaurant,(847) 272-9490,3.8,$$,60062,IL,Chicago,461 Waukegan Road,Yes,Yes
702,Bill's Pizza & Pub,(847) 566-5380,4,$$,60060,IL,Mundelein,624 S. Lake Street,No,Yes
703,The Sit Down Cafe & Sushi Bar,(773) 324-3700,4,$$,60615,IL,Chicago,1312 E. 53rd Street,No,Yes
704,Father & Son,(773) 252-2620,4.1,$$,60647,IL,Chicago,2475 N Milwaukee Avenue,Yes,Yes
705,Daily Bar & Grill,(773) 561-6198,3.9,$$,60625,IL,Chicago,4560 N. Lincoln Avenue,No,Yes
706,Dinotto Pizza E Vino,(312) 202-0302,3.8,$$,60610,IL,Chicago,1551 N Wells Street,Yes,Yes
707,Found Kitchen and Social House,(847) 868-8945,3.5,$$,60201,IL,Evanston,1631 Chicago Avenue,No,Yes
710,Shula's Steak House,(312) 670-0788,3.5,$$$,60611,IL,Chicago,301 E. North Water Street,No,Yes
711,BluFish Sushi Bistro,(847) 272-7990 (847) 272-3474,4.1,$$,60026,IL,Chicago,2733 Pfingsten Rd,No,Yes
712,P.F. Chang's,(847) 610-8000,4.1,$$,60173,IL,Chicago,5 Woodfield Mall,No,Yes
713,Alfie's Inn,(630) 858-2506,3.8,$$,60137,IL,Chicago,425 Roosevelt Road,No,Yes
715,Taxim,(773) 252-1558,3.8,$$$,60622,IL,Chicago,1558 N. Milwaukee Avenue,No,Yes
716,Farmhouse,(847) 492-9700,3.6,$$,60201,IL,Evanston,703 Church Street,No,Yes
717,Biaggi's Ristorante Italiano,(847) 438-1850,4.1,$$$,60010,IL,Chicago,20560 N Rand Road,No,Yes
718,Wicker Park Sushi Bar,(773) 686-6180,3.5,$$$$,60666,IL,Chicago,O'Hare International Airport,No,Yes
719,Fleming's Prime Steakhouse & Wine Bar,(312) 329-9463,3.8,$$$,60611,IL,Chicago,25 E Ohio Street,No,Yes
720,Erie Cafe,(312) 266-2300,3.6,$$$,60610,IL,Chicago,536 W Erie Street,No,Yes
725,Junior's,(212) 302-2000,4.4,$$,10036,NY,New York,1515 Broadway,Yes,Yes
728,Dominique Ansel Bakery,(212) 219-2773,4.4,$$,10012,NY,New York,189 Spring Street,No,Yes
729,Spice Market,(212) 675-2322,4.1,$$$,10014,NY,New York,403 W 13th Street,Yes,Yes
731,The Spotted Pig,(212) 620-0393,4.2,$$$,10014,NY,New York,314 W 11th Street,No,No
732,Five Napkin Burger,(212) 757-2277,4.7,$$$,10036,NY,New York,630 9th Avenue,No,Yes
733,Cafeteria,(212) 414-1717,3.9,$$$,10011,NY,New York,119 7th Avenue,Yes,Yes
734,Shake Shack,(646) 435-0135,4.7,$$,10036,NY,New York,691 8th Avenue,No,Yes
736,Carnegie Deli,(212) 757-2245,4,$,10019,NY,New York,854 7th Avenue,Yes,Yes
737,Momofuku Noodle Bar,(212) 777-1603,4.3,$$$,10003,NY,New York,171 1st Avenue,Yes,Yes
738,Serendipity 3,(212) 838-3531,3.9,$$$,10022,NY,New York,225 E 60th Street,No,No
741,John's Pizza of Times Square,(212) 391-6840,4,$$,10036,NY,New York,260 W 44th Street,Yes,Yes
743,Tao,(212) 888-2288,3.9,$$$$,10022,NY,New York,42 E 58th Street,Yes,Yes
744,Burger Joint,(212) 708-7414,4.5,$$,10019,NY,New York,Le Parker Meridien Hotel,No,Yes
747,Grimaldi's Pizzeria,(718) 858-4300,4,$$,11201,NY,Brooklyn,1 Front Street,No,Yes
748,Dinosaur Bar-B-Que,(212) 694-1777,4.2,$$,10027,NY,New York,700 W 125th Street,Yes,Yes
749,Carmine's,(212) 221-3800,4.1,$$$,10036,NY,New York,200 W 44th Street,Yes,Yes
750,Max Brenner,(646) 467-8802,4.3,$$$,10003,NY,New York,841 Broadway,No,Yes
752,Nobu,(212) 219-0500,4,$$$$,10013,NY,New York,105 Hudson Street,No,No
753,S'Mac,(212) 358-7912,4.5,$$,10003,NY,New York,345 E 12th Street,Yes,Yes
755,Corner Bistro,(212) 242-9502,4.1,$$,10014,NY,New York,331 W 4th Street,Yes,Yes
756,Veselka,(212) 228-9682,4,$$,10003,NY,New York,144 2nd Avenue,Yes,Yes
757,Joe's Shanghai,(212) 233-8888,4.2,$$,10013,NY,New York,9 Pell Street,No,Yes
758,Virgil's Real Barbecue,(212) 921-9494,3.9,$$,10036,NY,New York,152 W 44th Street,Yes,Yes
760,Otto Enoteca & Pizzeria,(212) 995-9559,4,$$,10003,NY,New York,5th Avenue 8th Street,Yes,Yes
761,Blue Smoke,(212) 447-7733,4.1,$$$,10016,NY,New York,116 E 27th Street,Yes,Yes
762,Becco,(212) 397-7597 (212) 397-7597,4.2,$$$,10036,NY,Theater District,355 W 46th Street,No,No
763,Sea Restaurant,(718) 384-8850,4,$$,11249,NY,Brooklyn,114 N 6th Street,Yes,Yes
764,Cookshop,(212) 924-4440,4,$$$,10011,NY,New York,156 10th Avenue,No,No
765,Magnolia Bakery,(212) 462-2572,4,$,10014,NY,New York,401 Bleecker Street,Yes,Yes
766,Momofuku Milk Bar,(347) 577-9504,4.3,$,10003,NY,New York,251 East 13th Street,No,Yes
770,Gray's Papaya,(212) 799-0243,4,$,10023,NY,New York,2090 Broadway,No,Yes
772,Les Halles Park Avenue,(212) 679-4111,4.2,$$$$,10016,NY,New York,411 Park Avenue South,No,Yes
774,Hill Country Barbecue Market,(212) 255-4544,4.1,$$$,10010,NY,New York,30 West 26th Street,No,Yes
775,Todd English Food Hall,(212) 986-9260,4,$$$,10019,NY,New York,1 W 59th Street,No,Yes
776,Ayza Wine & Chocolate Bar,(212) 714-2992,3.8,$$$,10016,NY,New York,11 West 31st Street,No,Yes
777,La Esquina,(646) 613-7100,4.1,$$$,10012,NY,New York,114 Kenmare Street,Yes,Yes
779,Artisanal Fromagerie & Bistro,(212) 725-8585,4,$$$,10016,NY,New York,2 Park Avenue,No,Yes
780,Egg,(718) 302-5151,4.4,$$,11249,NY,Brooklyn,109 N 3rd Street,No,Yes
781,Rosa Mexicano,(212) 977-7700,4,$$$,10023,NY,New York,61 Columbus Avenue,Yes,Yes
783,DBGB Kitchen & Bar,(212) 933-5300,4.1,$$$,10003,NY,New York,299 Bowery,No,Yes
785,Smith & Wollensky,(212) 753-1530,3.6,$$$$,10022,NY,New York,797 3rd Avenue,Yes,No
787,Adrienne's Pizza Bar,(212) 248-3838,4.4,$$,10004,NY,New York,54 Stone Street,No,No
792,Magnolia Bakery,(212) 767-1123,3.9,$$,10020,NY,New York,1240 Avenue of the Americas,Yes,Yes
793,Ferrara Bakery & Cafe,(212) 226-6150,4.4,$$,10013,NY,New York,195 Grand Street,No,No
794,The Standard Grill,(212) 645-4100,4,$$$,10014,NY,New York,The Standard High Line,No,No
795,Bubby's,(212) 219-0666,3.9,$$$,10013,NY,New York,120 Hudson Street,Yes,Yes
797,Beauty & Essex,(212) 614-0146,4.2,$$$,10002,NY,Lower East Side,146 Essex Street,No,No
798,Sarabeth's,(212) 826-5959,4.2,$$$,10019,NY,New York,40 Central Park S,Yes,Yes
800,Rice To Riches,(212) 274-0008,4.5,$$,10012,NY,New York,37 Spring Street,Yes,Yes
801,Bar Americain,(212) 265-9700,3.9,$$$$,10019,NY,New York,152 W 52nd Street,No,No
802,Grand Central Oyster Bar & Restaurant,(212) 490-6650,4,$$,10017,NY,New York,Grand Central Terminal,No,No
803,Stanton Social,(212) 995-0099,4.2,$$$,10002,NY,New York,99 Stanton Street,No,No
804,Crif Dogs,(212) 614-2728,4.6,$$,10009,NY,New York,113 St Marks Place,Yes,Yes
805,Ponty Bistro,(212) 777-1616,3.7,$$$,10003,NY,New York,218 3rd Avenue,Yes,Yes
806,The Breslin,(212) 679-1939,4,$$$,10001,NY,New York,16 W 29th Street,No,Yes
807,La Birreria - Eataly,(212) 937-8910,3.9,$$$,10010,NY,New York,Eataly,No,No
808,Republic,(212) 627-7172,4,$$$,10003,NY,New York,37 Union Square West,Yes,Yes
809,Nathan's Famous,(718) 946-2705,4.6,$$,11224,NY,Brooklyn,Luna Park,No,Yes
810,Roberta's,(718) 417-1118,4.7,$$,11206,NY,Brooklyn,261 Moore Street,Yes,Yes
812,Bubba Gump Shrimp Co.,(212) 391-7100,3.9,$$,10036,NY,New York,1501 Broadway,No,No
813,Boqueria,(212) 255-4160,4.1,$$$,10011,NY,New York,53 W 19th Street,Yes,Yes
814,Churrascaria Plataforma,(212) 245-0505,4.1,$$$$,10019,NY,New York,316 W 49th Street,No,Yes
815,J.G. Melon,(212) 744-0585,4.1,$$,10021,NY,New York,1291 3rd Avenue,No,Yes
816,Hard Rock Cafe,(212) 343-3355,3.7,$$$,10036,NY,New York,1501 Broadway,No,Yes
817,Schiller's Liquor Bar,(212) 260-4555,4.1,$$$,10002,NY,New York,131 Rivington Street,Yes,Yes
819,The Smith,(212) 644-2700,3.7,$$$,10022,NY,New York,956 2nd Avenue,Yes,Yes
821,Totto Ramen,(212) 582-0052,3.8,$$,10019,NY,New York,366 W 52nd Street,No,No
822,Amy Ruth's,(212) 280-8779,4.5,$$,10026,NY,New York,113 W 116th Street,No,Yes
823,Ellen's Stardust Diner,(212) 956-5151,3.9,$$,10019,NY,New York,1650 Broadway,No,Yes
824,Freemans,(212) 420-0012,4.2,$$$,10002,NY,New York,8 Rivington Street,No,No
825,Artichoke Basille's Pizza,(212) 228-2004,4.3,$$,10003,NY,New York,328 East 14th Street,Yes,Yes
826,Mercer Kitchen,(212) 966-5454,3.9,$$$,10012,NY,New York,The Mercer,No,No
828,Penelope,(212) 481-3800,4.1,$$,10016,NY,New York,159 Lexington Avenue,Yes,Yes
829,Umami Burger,(212) 677-8626,3.8,$$,10011,NY,New York,432 6th Avenue,No,Yes
831,L & B Spumoni Gardens,(718) 372-8400,4.3,$$$,11223,NY,Brooklyn,2725 86th Street,Yes,Yes
832,The View Restaurant & Lounge,(212) 704-8900,3.7,$$$$,10036,NY,New York,New York Marriott Marquis Floor 47 & 48,No,No
833,Victor's Caf��_,(212) 586-7714,4.3,$$$,10019,NY,New York,236 W 52nd Street,No,Yes
836,Nobu 57,(212) 757-3000,3.9,$$$,10019,NY,New York,40 W 57th Street,Yes,Yes
837,Bagatelle,(212) 488-2110,4,$$$,10014,NY,New York,1 Little W 12th Street,No,No
838,Ippudo Westside,(212) 974-2500,4.4,$$$,10019,NY,New York,321 W 51st Street,No,No
840,Norma's,(212) 708-7460,3.7,$$$$,10019,NY,New York,Le Parker Meridien Hotel,No,No
841,Carmine's,(212) 362-2200,3.9,$$$,10024,NY,New York,2450 Broadway,Yes,Yes
842,Pies 'N' Thighs,(347) 529-6090,4.3,$$,11211,NY,Brooklyn,166 S 4th Street,Yes,Yes
843,Trattoria Dell'Arte,(212) 245-9800,4.3,$$$,10019,NY,New York,900 7th Avenue,No,Yes
844,Congee Village,(212) 941-1818,3.7,$$,10002,NY,New York,100 Allen Street,Yes,Yes
845,Junoon,(212) 490-2100,3.8,$$$$,10010,NY,New York,27 W 24th Street,No,Yes
848,Sripraphai,(718) 899-9599,4.3,$$,11377,NY,Queens,6413 39th Avenue,No,Yes
849,Union Square Cafe,Not Available,4.2,$$$,10003,NY,New York,101 East 19th Street,No,No
851,Veniero's Pasticceria & Caffe,(212) 674-7070,4.3,$,10003,NY,New York,342 E 11th Street,Yes,Yes
852,Guy's American Kitchen & Bar,(646) 532-9533,3.2,$$$,10036,NY,New York,220 W 44th Street,No,Yes
853,Casa Mono,(212) 253-2773,4.1,$$$,10003,NY,New York,52 Irving Place,No,No
856,Bouchon Bakery & Cafe,(212) 823-9366,4.2,$$$,10019,NY,New York,Time Warner Center,No,Yes
857,Blue Water Grill,(212) 675-9500,3.9,$$$$,10003,NY,New York,31 Union Square West,No,Yes
858,Negril Village,(212) 477-2804,4,$$$$,10012,NY,New York,70 W 3rd Street,Yes,Yes
859,Toloache 50,(212) 581-1818,4,$$$,10019,NY,New York,251 W 50th Street,No,Yes
860,Red Rooster,(212) 792-9001,4,$$$,10027,NY,New York,310 Lenox Avenue,No,No
862,Lobster Place,(212) 255-5672,4.5,$$,10011,NY,New York,Chelsea Market,Yes,No
863,Bar Pitti,(212) 982-3300,4.1,$$$,10014,NY,New York,268 6th Avenue,No,No
864,Prune,(212) 677-6221,4.1,$$$,10003,NY,New York,54 E 1st Street,No,No
865,The Odeon,(212) 233-0507,4.2,$$$,10013,NY,New York,145 W Broadway,Yes,Yes
866,Rue 57,(212) 307-5656,4,$$$,10019,NY,New York,60 W 57th Street,Yes,Yes
867,Taverna Kyclades,(718) 545-8666,4.5,$$$,11105,NY,Astoria,33-07 Ditmars Boulevard,Yes,Yes
868,Candle 79,(212) 537-7179,3.9,$$$,10021,NY,New York,154 E 79th Street,No,No
870,The Malt House,(646) 682-7577,2.9,$$,10038,NY,New York,9 Maiden Lane,No,No
871,The Smith,(212) 420-9800,4.4,$$$,10003,NY,New York,55 3rd Avenue,Yes,Yes
872,La Mela,(212) 431-9493,4,$$$,10013,NY,New York,167 Mulberry Street,No,Yes
873,Chinatown Ice Cream Factory,(212) 608-4170,4.4,$,10013,NY,New York,65 Bayard Street,No,No
874,Havana Central,(212) 398-7440,4,$$$,10036,NY,New York,151 W 46th Street,Yes,Yes
875,Trattoria Trecolori,(212) 997-4540,4.2,$$,10036,NY,New York,254 W 47th Street,No,Yes
876,Sylvia's Restaurant,(212) 996-0660,4,$$,10027,NY,New York,328 Malcolm X Boulevard,No,Yes
878,Wo Hop,(212) 566-3841,4.2,$$,10013,NY,New York,17 Mott Street,No,Yes
879,Magnolia Bakery,(212) 462-2572,4,$$,10023,NY,New York,200 Columbus Avenue,No,Yes
881,Wafels & Dinges,(866) 429-7329,4.1,$$,10013,NY,New York,Multiple Locations,No,No
882,The Red Cat,(212) 242-1122,4.3,$$$,10011,NY,New York,227 10th Avenue,No,Yes
884,Catch,(212) 392-5978,3.7,$$$,10014,NY,New York,21 9th Avenue,No,No
885,Tia Pol,(212) 675-8805,4,$$$,10011,NY,New York,205 10th Avenue,No,Yes
886,A Salt & Battery,(212) 691-2713,4.3,$$,10011,NY,New York,112 Greenwich Avenue,Yes,Yes
887,Fig & Olive,(212) 924-1200,4.1,$$$,10014,NY,New York,420 W 13th Street,No,No
888,Old Homestead Steakhouse,(212) 242-9040,3.9,$$$$,10011,NY,New York,56 9th Avenue,No,Yes
889,Di Fara,(718) 258-1367,4.1,$$,11230,NY,Brooklyn,1424 Avenue J,No,Yes
890,Blue Fin,(212) 918-1400,3.9,$$$$,10036,NY,New York,W Hotel,No,No
891,Baohaus,(646) 669-8889,4,$$,10003,NY,New York,238 E 14th Street,No,Yes
893,Il Buco Alimentari e Vineria,(212) 837-2622,3.8,$$$,10012,NY,New York,53 Great Jones Street,Yes,Yes
895,The City Bakery,(212) 366-1414,3.9,$$,10011,NY,New York,3 W 18th Street,Yes,Yes
896,Barbuto,(212) 924-9700,4.2,$$$,10014,NY,New York,775 Washington Street,No,No
899,Rosa Mexicano,(212) 533-3350,3.9,$$$,10003,NY,New York,9 East 18th Street,Yes,Yes
900,Asia de Cuba,(212) 726-7755,3.9,$$$$,10003,NY,New York,415 Lafayette Street,No,No
901,Motorino,(212) 777-2644,4.4,$$,10003,NY,New York,349 E 12th Street,Yes,Yes
902,Marseille,(212) 333-2323,4.2,$$$$,10036,NY,New York,630 9th Avenue,No,Yes
903,Billy's Bakery,(212) 647-9956,4.4,$,10011,NY,New York,184 9th Avenue,Yes,Yes
904,Craftbar,(212) 461-4300,3.8,$$$$,10003,NY,New York,900 Broadway,No,No
905,Buttermilk Channel,(718) 852-8490,4.3,$$$,11231,NY,Brooklyn,524 Court Street,No,Yes
906,Les Halles,(212) 285-8585,3.9,$$$,10038,NY,New York,15 John Street,Yes,Yes
907,Supper,(212) 477-7600 (212) 420-0040,4.2,$$,10009,NY,New York,156 E 2nd Street,No,Yes
908,Diner,(718) 486-3077,4.1,$$,11211,NY,Brooklyn,85 Broadway,No,Yes
909,Fig & Olive,(212) 319-2002,3.7,$$$,10022,NY,New York,10 E 52nd Street,Yes,Yes
910,Public,(212) 343-0918,3.8,$$$$,10012,NY,New York,210 Elizabeth Street,No,Yes
911,230 Fifth,(212) 725-4300,3.5,$$$,10001,NY,New York,230 5th Avenue,No,No
912,Colicchio & Sons,(212) 400-6699,4.4,$$$$,10011,NY,New York,85 10th Avenue,No,No
913,The Dutch,(212) 677-6200,4,$$$$,10012,NY,New York,131 Sullivan Street,No,Yes
914,Quality Meats,(212) 371-7777,4.1,$$$$,10019,NY,New York,57 W 58th Street,No,No
916,Esca,(212) 564-7272,3.8,$$$$,10036,NY,New York,402 W 43rd Street,No,Yes
917,Tony's Di Napoli,(212) 888-6333,4,$$$,10036,NY,New York,147 W 43rd Street,Yes,Yes
918,Beyoglu,(212) 650-0850,3.9,$$,10028,NY,New York,1431 3rd Avenue,No,Yes
919,Jack's Wife Freda,(212) 510-8550,4,$$,10012,NY,New York,224 Lafayette Street,Yes,Yes
920,Sparks Steak House,(212) 687-4855,3.7,$$$$,10017,NY,New York,210 E 46th Street,No,No
921,Ichi Umi,(212) 725-1333,3.8,$$$,10016,NY,New York,6 E 32nd Street,No,Yes
922,Nyonya,(212) 334-3669,4.2,$$,10013,NY,New York,199 Grand Street,Yes,Yes
923,2nd Ave Deli,(212) 689-9000,4.4,$$$,10016,NY,New York,162 E 33rd Street,Yes,Yes
924,Santina,(212) 254-3000,3.3,$$$,10014,NY,New York,820 Washington Street,No,No
925,db Bistro Moderne,(212) 391-2400,3.7,0,10036,NY,New York,City Club Hotel,No,No
928,Casellula Cheese and Wine Cafe,(212) 247-8137,4.1,$$$,10019,NY,New York,401 West 52nd Street,No,No
929,Alice's Tea Cup Chapter I,(212) 799-3006,4.2,$$,10023,NY,New York,102 W 73rd Street,No,No
930,Amy's Bread,(212) 977-2670,4.4,$,10036,NY,New York,672 9th Avenue,Yes,Yes
932,Le Cirque,(212) 644-0202,3.8,$$$,10022,NY,New York,151 East 58th Street,Yes,Yes
933,Morandi,(212) 627-7575,4.3,$$$,10014,NY,New York,211 Waverly Place,Yes,Yes
935,Grotta Azzurra Ristorante,(212) 925-8775,3.7,$$$,10013,NY,New York,177 Mulberry Street,Yes,Yes
936,Fatty Crab,(212) 352-3590,3.9,$$$,10014,NY,New York,643 Hudson Street,Yes,Yes
937,Isabella's,(212) 724-2100,4,$$$,10024,NY,New York,359 Columbus Avenue,No,Yes
938,Brick Lane Curry House,(212) 979-2900 (212) 979-8787,3.9,$$$,10003,NY,New York,99 2nd Avenue,Yes,Yes
939,Big Gay Ice Cream Shop,(212) 533-9333,4.7,$,10009,NY,New York,125 E 7th Street,No,Yes
940,Dos Caminos,(212) 277-4300,3.9,$$$,10012,NY,New York,475 W Broadway,No,Yes
941,New Topaz,(212) 957-8020,4.1,$$$,10019,NY,New York,127 W 56th Street,Yes,Yes
942,Daisy May's BBQ USA,(212) 977-1500,3.9,$$,10036,NY,New York,623 11th Avenue,Yes,Yes
944,STK,(646) 624-2444,4.2,$$$$,10014,NY,New York,26 Little West 12th Street,Yes,Yes
945,Dos Caminos,(212) 336-5400,3.6,$$,10022,NY,New York,825 3rd Avenue,Yes,Yes
947,Tribeca Grill,(212) 941-3900,3.9,$$$,10013,NY,New York,375 Greenwich Street,No,Yes
948,Kefi,(212) 873-0205,4.1,$$,10024,NY,New York,505 Columbus Avenue,Yes,Yes
949,La Pizza & La Pasta - Eataly,(212) 539-0205,3.6,$$$,10010,NY,New York,Eataly,No,Yes
950,Room Service,(212) 582-0999,3.8,$$$,10036,NY,New York,690 9th Avenue,Yes,Yes
951,Olive Garden,(212) 333-3254,3.4,$$$,10036,NY,New York,2 Times Square,No,Yes
954,Utsav,(212) 575-2525,3.6,$$,10036,NY,New York,1185 Avenue of the Americas,Yes,Yes
955,Avlee Greek Kitchen,(718) 855-5125,3.3,$$,11231,NY,Brooklyn,349 Smith Street,Yes,Yes
956,Brooklyn Diner,(212) 265-5400,3.7,$$$,10036,NY,New York,155 West 43rd Street,Yes,No
957,Soba-Ya,(212) 533-6966,3.7,$$$,10003,NY,New York,229 East 9th Street,No,Yes
958,Five Napkin Burger,(212) 333-4488,3.8,$$$,10024,NY,New York,2315 Broadway,No,Yes
959,Uva,(212) 472-4552,4.1,$$,10075,NY,New York,1486 2nd Avenue,No,No
960,RedFarm,(212) 792-9700,3.8,$$$,10014,NY,New York,529 Hudson Street,Yes,Yes
961,Dim Sum Go Go,(212) 732-0797 (212) 732-0796,3.8,$$,10038,NY,New York,5 E Broadway,Yes,Yes
962,Pam Real Thai Food 49,(212) 333-7500,4.1,$$,10019,NY,New York,404 W 49th Street,Yes,Yes
963,Angelo's Pizza,(212) 333-4333,4.3,$$$,10019,NY,New York,117 W 57th Street,Yes,Yes
965,Landmarc,(212) 823-6123,3.7,$$$,10019,NY,New York,Time Warner Center,Yes,Yes
966,Lure Fishbar,(212) 431-7676,4,$$$$,10012,NY,New York,142 Mercer Street,No,Yes
967,Molyvos,(212) 582-7500,4,$$$,10019,NY,New York,Wellington Hotel,No,No
968,Land Thai Kitchen,(212) 501-8121,4.1,$$,10024,NY,New York,450 Amsterdam Avenue,Yes,Yes
969,Don Antonio By Starita,(646) 719-1043,3.9,$$,10019,NY,New York,309 W 50th Street,Yes,Yes
970,Bareburger,(718) 777-7011,4.4,$$,11106,NY,Astoria,3321 31st Avenue,Yes,Yes
971,Great N.Y. Noodletown,(212) 349-0923,4.1,$$,10013,NY,New York,28 Bowery,Yes,Yes
972,Good Enough To Eat,(212) 496-0163,3.9,$$,10024,NY,New York,520 Columbus Avenue,Yes,Yes
973,La Bonne Soupe,(212) 586-7650,4.4,$$,10019,NY,New York,48 W 55th Street,Yes,Yes
975,Rosa Mexicano,(212) 753-7407,3.8,$$$,10022,NY,New York,1063 1st Avenue,Yes,Yes
976,Sardi's,(212) 221-8440,4,$$$$,10036,NY,New York,234 W 44th Street,No,Yes
977,Dovetail,(212) 362-3800,4.3,$$$$,10024,NY,New York,103 West 77th Street,No,No
978,Lakeside Restaurant - The Loeb Boathouse Central Park,(212) 517-2233,3.6,$$$$,10021,NY,New York,East 72nd Street & Park Drive North,No,No
979,Nice Matin,(212) 873-6423,3.9,$$,10024,NY,New York,201 W 79th Street,No,Yes
980,Hill Country Barbeque Market,(212) 257-6446,4,$$$,10010,NY,New York,1123 Broadway,Yes,Yes
981,Il Buco,(212) 533-1932,4.1,$$$,10012,NY,New York,47 Bond Street,No,No
982,Junior's Restaurant,(718) 852-5257,4.3,$$,11238,NY,Brooklyn,386 Flatbush Avenue,Yes,Yes
983,Five Leaves,(718) 383-5345,4.1,$$$,11222,NY,Brooklyn,18 Bedford Avenue,No,No
984,Pure Thai Cookhouse,(212) 581-0999,4.1,$$,10019,NY,New York,766 9th Avenue Unit 2,Yes,No
986,Hundred Acres,(212) 475-7500,4,$$$,10012,NY,New York,38 MacDougal Street,No,Yes
987,Friend of a Farmer,(212) 477-2188,3.8,$$$,10003,NY,New York,77 Irving Place,Yes,Yes
988,The Fat Radish,(212) 300-4053,3.6,$$$,10002,NY,New York,17 Orchard Street,No,No
989,Socarrat Paella Bar,(212) 462-1000,4.1,$$$,10011,NY,New York,259 West 19th Street,No,Yes
990,Peking Duck House,(212) 227-1810,3.9,$$,10013,NY,New York,28 Mott Street,No,Yes
991,Bar Boulud,(212) 595-0303,3.9,$$$$,10023,NY,New York,1900 Broadway,No,No
992,New Wonjo,(212) 695-5815,3.7,$$,10001,NY,New York,23 W 32nd Street,No,Yes
993,ABC Cocina,(212) 677-2233,3.9,$$$,10003,NY,New York,38 E 19th Street,No,Yes
994,The Kunjip,(212) 564-6845,3.8,$$$,10001,NY,New York,32 W 32nd Street,No,Yes
995,Joya,(718) 222-3484,4.4,$$,11201,NY,Brooklyn,215 Court Street,Yes,Yes
996,Aquavit,(212) 307-7311,3.9,$$$$,10022,NY,New York,65 E 55th Street,No,No
998,Schnipper's Quality Kitchen,(212) 921-2400,4.5,$$,10018,NY,New York,620 8th Avenue,Yes,Yes
999,Song,(718) 965-1108,4.2,$$,11215,NY,Brooklyn,295 5th Avenue,Yes,Yes
1000,Sushisamba,(212) 691-7885,3.5,$$$$,10014,NY,New York,87 7th Avenue South,No,Yes
1001,Tao Downtown,(212) 888-2724,3.7,$$$$,10011,NY,New York,92 9th Avenue,No,No
1002,Extra Virgin,(212) 691-9359,4.1,$$$$,10014,NY,New York,259 W 4th Street,Yes,Yes
1003,Frankies 457 Spuntino,(718) 403-0033,4.5,$$$,11231,NY,Brooklyn,457 Court Street,Yes,Yes
1004,Bill's Bar & Burger,(212) 705-8510 (646) 439-1475,3.8,$$$,10019,NY,New York,16 W 51st Street,Yes,Yes
