Name,Phone,Rate,Price,Zipcode,State,City,Address,Delivery,Takeout,Outdoor,Parking,Wifi
The Irish Bank,(415) 788-7152,3.8,Average $40 for two people (approx.) with alcohol,94108,CA,San Francisco,10 Mark Lane,No,Yes,Yes,No,No
Grubstake,(415) 673-8268,3.7,Average $40 for two people (approx.),94109,CA,San Francisco,1525 Pine Street,No,Yes,No,No,No
Eagle Cafe,(415) 433-3689,3.9,Average $70 for two people (approx.)Lunch menu $50 for two people (approx.),94133,CA,San Francisco,Pier 39,No,Yes,No,No,No
Curry Leaf,(415) 440-4293,3,,94133,CA,San Francisco,943 Columbus Avenue,No,Yes,No,No,No
Serrano's Pizza,(415) 695-1615,3.6,Average $20 for two people (approx.),94110,CA,San Francisco,3274 21st Street,Yes,Yes,Yes,No,No
Tres,(415) 227-0500,3.6,Average $60 for two people (approx.),94107,CA,San Francisco,130 Townsend Street,No,Yes,No,No,No
RN74,(415) 543-7474,3.7,Average $85 for two people (approx.)Lunch menu $70 for two people (approx.),94105,CA,San Francisco,301 Mission Street,No,No,No,No,No
B44,(415) 986-6287,3.7,Lunch menu $75 for two people (approx.),94104,CA,San Francisco,44 Belden Place,No,Yes,Yes,Yes,No
Tacolicious,(415) 626-1344,3.9,Average $15 for two people (approx.) with alcohol,94110,CA,San Francisco,741 Valencia Street,No,Yes,Yes,No,No
Cafe Chaat,(415) 979-9946,3.4,Average $30 for two people (approx.) with alcohol,94107,CA,San Francisco,320 3rd Street,No,Yes,No,No,No
Miller's East Coast Deli,(415) 563-3542,4.2,Average $40 for two people (approx.),94109,CA,San Francisco,1725 Polk Street,No,Yes,No,No,No
The Grove,(415) 624-3953,3.8,Average $25 for two people (approx.),94102,CA,San Francisco,301 Hayes Street,No,Yes,Yes,No,No
The Blue Plate,(415) 282-6777,3.9,Average $70 for two people (approx.),94110,CA,San Francisco,3218 Mission Street,No,Yes,Yes,No,No
Bund Shanghai,(415) 982-0618,4,Average $35 for two people (approx.)Lunch menu $20 for two people (approx.),94133,CA,San Francisco,640 Jackson Street,No,Yes,No,No,No
Luce,(415) 616-6566,3.6,Average $120 for two people (approx.)Lunch menu $75 for two people (approx.),94103,CA,San Francisco,InterContinental San Francisco,No,No,No,No,No
Oola,(415) 995-2061,3.9,Average $80 for two people (approx.) with alcoholLunch menu $65 for two people (approx.),94107,CA,San Francisco,860 Folsom Street,Yes,Yes,No,No,No
Ritual Coffee Roasters,(415) 641-1011,3.9,Average $15 for two people (approx.),94110,CA,San Francisco,1026 Valencia Street,No,Yes,Yes,No,No
Cafe Flore,(415) 621-8579,3.6,Average $60 for two people (approx.) with alcoholLunch menu $50 for two people (approx.),94114,CA,San Francisco,2298 Market Street,No,Yes,Yes,No,No
Arizmendi Bakery,(415) 566-3117,4.2,Average $25 for two people (approx.),94122,CA,San Francisco,1331 9th Avenue,No,Yes,No,No,No
Tacko,(415) 796-3534,3.3,Average $25 for two people (approx.),94123,CA,San Francisco,3115 Fillmore Street,No,Yes,Yes,No,No
Carl's Jr.,(415) 431-3905,2.8,Average $20 for two people (approx.),94102,CA,San Francisco,10 United Nations Plaza,No,Yes,No,No,No
The Pub at Ghirardelli Square,(415) 351-0500,3.8,Average $65 for two people (approx.) with alcohol,94109,CA,San Francisco,Ghirardelli Square,No,Yes,Yes,No,No
Smitten Ice Cream,(415) 863-1518,3.8,Average $15 for two people (approx.),94102,CA,San Francisco,432 Octavia Street,No,No,Yes,No,No
Boogaloos,(415) 824-4088,3.7,Average $30 for two people (approx.),94110,CA,San Francisco,3296 22nd Street,No,No,No,No,No
Anzu,(415) 394-1100,3.3,Average $80 for two people (approx.),94102,CA,San Francisco,Hotel Nikko,No,No,No,No,No
North Beach Pizza,(415) 433-2444,3.7,Average $50 for two people (approx.),94133,CA,San Francisco,1462 Grant Avenue,Yes,Yes,No,No,No
Umami Burger,(415) 440-8626,3.5,Average $35 for two people (approx.),94123,CA,San Francisco,2184 Union Street,No,Yes,Yes,No,No
Catch,(415) 431-5000,3.7,Average $90 for two people (approx.)Lunch menu $50 for two people (approx.),94114,CA,San Francisco,2362 Market Street,No,Yes,Yes,No,No
First Crush,(415) 982-7874,3.5,Average $80 for two people (approx.),94102,CA,San Francisco,101 Cyril Magnin Street,No,Yes,No,No,No
Presidio Social Club,(415) 885-1888,3.6,Average $50 for two people (approx.)Lunch menu $40 for two people (approx.),94129,CA,San Francisco,563 Ruger Street,No,No,Yes,No,No
Cafe Bean,(415) 928-0888,3.8,Average $30 for two people (approx.),94109,CA,San Francisco,800 Sutter Street,No,Yes,Yes,No,No
Chef Hung's Restaurant,(415) 398-6883,3.8,Average $25 for two people (approx.),94108,CA,San Francisco,823 Clay Street,No,Yes,No,No,No
AQ Restaurant & Bar,(415) 341-9000,3.5,,94103,CA,San Francisco,1085 Mission Street,No,No,No,No,No
Akiko's Sushi Bar,(415) 989-8218,3.5,Average $55 for two people (approx.),94102,CA,San Francisco,542 A Mason Street,No,Yes,No,No,No
Waterfront Restaurant,(415) 391-2696,3.5,Average $100 for two people (approx.)Lunch menu $75 for two people (approx.),94111,CA,San Francisco,Pier 7,No,Yes,Yes,No,No
Zushi Puzzle,(415) 931-9319,4,Average $60 for two people (approx.),94123,CA,San Francisco,1910 Lombard Street,No,Yes,No,No,No
Urban Fish,(415) 863-4744,3.9,Average $40 for two people (approx.),94110,CA,San Francisco,2193 Mission District Street,Yes,Yes,No,No,No
Rocco's Cafe,(415) 554-0522,3.7,Average $40 for two people (approx.),94103,CA,San Francisco,1131 Folsom Street,No,Yes,No,No,No
The Cavalier,(415) 321-6000,3.4,Average $80 for two people (approx.),94103,CA,San Francisco,360 Jessie Street,No,No,No,Yes,No
Chowders,(415) 391-4737,3.5,Average $25 for two people (approx.),94133,CA,San Francisco,Pier 39,No,Yes,Yes,No,No
Namu Gaji,(415) 431-6268,3.6,Average $65 for two people (approx.),94110,CA,San Francisco,499 Dolores Street,No,No,No,No,No
Bob's Donut & Pastry Shop,(415) 776-3141,3.8,Average $10 for two people (approx.),94109,CA,San Francisco,1621 Polk Street,No,Yes,No,No,No
Vesuvio Cafe,(415) 362-3370,,Average $20 for two people (approx.) with alcohol,94133,CA,San Francisco,255 Columbus Avenue,No,No,No,No,No
Nob Hill Grille,(415) 474-5985,4,Average $60 for two people (approx.),94109,CA,San Francisco,969 Hyde Street,No,No,No,No,No
West of Pecos,(415) 252-7000,3.6,Average $70 for two people (approx.),94110,CA,San Francisco,550 Valencia Street,No,Yes,No,No,No
Hang Ah Tea Room,(415) 982-5686,3.5,Average $50 for two people (approx.),94108,CA,San Francisco,1 Pagoda Place,Yes,Yes,No,No,No
Tommy's Mexican,(415) 387-4747,3.6,Average $35 for two people (approx.),94121,CA,San Francisco,5929 Geary Boulevard,No,Yes,No,No,No
Crepevine,(415) 681-5858,4.1,Average $35 for two people (approx.),94122,CA,San Francisco,624 Irving Street,No,Yes,Yes,No,No
Lovejoy's Antiques & Tea Room,(415) 648-5895,3.6,Average $25 for two people (approx.),94114,CA,San Francisco,1351 Church Street,No,No,No,No,No
Show Dogs,(415) 558-9560,3.9,Average $30 for two people (approx.),94102,CA,San Francisco,1020 Market Street,No,Yes,Yes,No,No
Firefly,(415) 821-7652,4,Average $50 for two people (approx.),94114,CA,San Francisco,4288 24th Street,No,No,No,No,No
Firenze by Night,(415) 392-8485,3.8,Average $60 for two people (approx.),94133,CA,San Francisco,1429 Stockton Street,No,No,No,No,No
La Mediterranee,(415) 921-2956,4,Average $35 for two people (approx.),94115,CA,San Francisco,2210 Fillmore Street,Yes,Yes,Yes,No,No
Hard Knox Cafe,(415) 648-3770,3.7,Average $40 for two people (approx.),94107,CA,San Francisco,2526 3rd Street,No,Yes,No,No,No
Boxing Room,(415) 430-6590,3.7,Average $80 for two people (approx.)Lunch menu $45 for two people (approx.),94102,CA,San Francisco,399 Grove Street,No,Yes,No,No,No
The Italian Homemade Company,(415) 712-8874,3,Average $35 for two people (approx.),94133,CA,San Francisco,716 Columbus Avenue,No,No,No,No,No
Ruth's Chris,(415) 673-0557,3.7,Average $140 for two people (approx.),94109,CA,San Francisco,1601 Van Ness Avenue,No,No,No,No,No
Capurro's Restaurant & Bar,(415) 771-9371,3.5,Average $75 for two people (approx.),94109,CA,San Francisco,498 Jefferson Street,No,Yes,Yes,No,No
Cafe Bellini,(415) 956-5101,3.4,Average $50 for two people (approx.),94102,CA,San Francisco,235 Powell Street,No,Yes,Yes,No,No
Umami,(415) 346-3431,4.1,Average $80 for two people (approx.),94123,CA,San Francisco,2909 Webster Street,No,No,No,No,No
Serpentine,(415) 252-2000,4.1,Average $65 for two people (approx.)Lunch menu $40 for two people (approx.),94107,CA,San Francisco,2495 3rd Street,No,Yes,No,No,No
Escape From New York Pizza,(415) 668-5577,4,Average $30 for two people (approx.),94117,CA,San Francisco,1737 Haight Street,Yes,Yes,No,No,No
Out the Door,(415) 923-9575,3.8,Average $80 for two people (approx.)Lunch menu $50 for two people (approx.),94115,CA,San Francisco,2232 Bush Street,No,No,No,No,No
Frascati Ristorante,(415) 928-1406,4.1,Average $85 for two people (approx.),94109,CA,San Francisco,1901 Hyde Street,No,No,No,No,No
BurgerMeister,(415) 437-2874,3.8,Average $40 for two people (approx.),94114,CA,San Francisco,138 Church Street,No,Yes,No,No,No
Izzy's Steak and Chop House,(415) 563-0487,3.8,Average $85 for two people (approx.),94123,CA,San Francisco,3345 Steiner Street,No,Yes,No,No,No
Esperpento,(415) 282-8867,4.1,Average $80 for two people (approx.),94110,CA,San Francisco,3295 22nd Street,No,Yes,No,No,No
Eric's,(415) 282-0919,3.8,Average $35 for two people (approx.)Lunch menu $20 for two people (approx.),94131,CA,San Francisco,1500 Church Street,No,No,No,No,No
Prospect,(415) 247-7770,3.7,Average $85 for two people (approx.),94105,CA,San Francisco,300 Spear Street,No,No,No,No,No
Sessions at the Presidio,(415) 655-9413,enough,,94129,CA,San Francisco,1 Letterman Drive,No,No,No,No,No
La Ciccia,(415) 550-8114,4.1,Average $80 for two people (approx.),94131,CA,San Francisco,291 30th Street,No,Yes,No,No,No
Tacolicious,(415) 346-1966,4.1,Average $15 for two people (approx.),94123,CA,San Francisco,2031 Chestnut Street,Yes,Yes,Yes,No,No
Pat's Cafe,(415) 776-8735,3.7,Average $25 for two people (approx.),94133,CA,San Francisco,2330 Taylor Street,No,Yes,Yes,No,No
Fino,(415) 928-2080,3.9,Average $95 for two people (approx.),94109,CA,San Francisco,624 Post Street,No,No,No,No,No
Fior d'Italia,(415) 986-1886,3.8,Average $80 for two people (approx.),94133,CA,San Francisco,2237 Mason Street,No,No,Yes,No,No
Fly Trap,(415) 243-0580,3.9,Average $100 for two people (approx.),94107,CA,San Francisco,606 Folsom Street,No,Yes,No,No,No
Alfred's Steak House,(415) 781-7058,3.6,Average $80 for two people (approx.)Lunch menu $50 for two people (approx.),94111,CA,San Francisco,659 Merchant Street,No,Yes,No,No,No
Green Chile Kitchen,(415) 440-9411 (415) 440-9412,4.5,Average $65 for two people (approx.),94115,CA,San Francisco,1801 McAllister Street,No,Yes,Yes,No,No
Basil Thai Restaurant & Bar,(415) 552-8999,4,Average $50 for two people (approx.)Lunch menu $35 for two people (approx.),94103,CA,San Francisco,1175 Folsom Street,No,Yes,No,No,No
B Star,(415) 933-9900,4.1,Average $45 for two people (approx.)Lunch menu $30 for two people (approx.),94118,CA,San Francisco,127 Clement Street,No,Yes,No,No,No
Roli Roti,(510) 780-0335,4,Average $13 for two people (approx.),94111,CA,Los Angeles,Location Varies,No,No,No,No,No
Isa,(415) 567-9588,3.6,Average $55 for two people (approx.),94123,CA,San Francisco,3324 Steiner Street,No,No,No,No,No
Sausage Factory,(415) 626-1250,3.4,Average $55 for two people (approx.),94114,CA,San Francisco,517 Castro Street,No,No,No,No,No
Coco Bang,(415) 292-5144,3.6,Average $50 for two people (approx.),94102,CA,San Francisco,550 Taylor Street,No,No,No,No,No
Pakwan,(415) 255-2440,3.9,Average $35 for two people (approx.),94103,CA,San Francisco,3182 16th Street,No,Yes,Yes,No,No
Sinbad's Pier 2,(415) 781-2555,2,Average $85 for two people (approx.)Lunch menu $70 for two people (approx.),94105,CA,San Francisco,Pier 2,No,Yes,Yes,No,No
Il Cane Rosso,(415) 391-7599,3.8,Average $25 for two people (approx.),94111,CA,San Francisco,Ferry Building,No,No,No,No,No
Bocadillos,(415) 982-2622,3.9,Average $65 for two people (approx.)Lunch menu $45 for two people (approx.),94111,CA,San Francisco,710 Montgomery Street,No,No,No,No,No
Butterfly,(415) 864-8999,3.7,Average $100 for two people (approx.)Lunch menu $65 for two people (approx.),94133,CA,San Francisco,Pier 33,No,No,No,No,No
Morton's The Steakhouse,(415) 986-5830,3.4,Average $100 for two people (approx.),94105,CA,San Francisco,400 Post Street,No,No,No,No,No
Sons & Daughters,(415) 391-8311,3.5,,94108,CA,San Francisco,708 Bush Street,No,No,No,No,No
Just For You Cafe,(415) 647-3033,4,Average $30 for two people (approx.),94107,CA,San Francisco,732 22nd Street,No,No,Yes,No,No
The Little Chihuahua,(415) 255-8225,4.1,Average $35 for two people (approx.),94117,CA,San Francisco,292 Divisadero Street,No,Yes,No,No,No
Contraband Coffee Bar,(415) 839-7388,3.3,Average $20 for two people (approx.),94109,CA,San Francisco,1415 Larkin Street,No,No,Yes,No,No
Marnee Thai,(415) 731-9999,3.9,Average $45 for two people (approx.)Lunch menu $30 for two people (approx.),94122,CA,San Francisco,1243 9th Avenue,Yes,Yes,No,No,No
Mezes,(415) 409-7111,3.7,Average $40 for two people (approx.),94123,CA,San Francisco,2373 Chestnut Street,Yes,Yes,No,No,No
Walzwerk,(415) 551-7181,3.8,Average $45 for two people (approx.),94103,CA,San Francisco,381 South Van Ness Avenue,No,No,No,No,No
1300 on Fillmore,(415) 771-7100,3.8,Average $80 for two people (approx.),94115,CA,San Francisco,1300 Fillmore Street,Yes,Yes,No,No,No
Pizzetta 211,(415) 379-9880,4.2,Average $43 for two people (approx.),94121,CA,San Francisco,211 23rd Avenue,No,No,No,No,No
Toast Eatery,(415) 282-4328,3.6,Average $35 for two people (approx.),94131,CA,San Francisco,1748 Church Street,No,Yes,Yes,No,No
Bill's Place,(415) 221-5262,3.9,Average $25 for two people (approx.),94121,CA,San Francisco,2315 Clement Street,No,Yes,No,No,No
Okoze Sushi,(415) 567-3397,4.3,Average $80 for two people (approx.),94109,CA,San Francisco,1207 Union Street,No,Yes,No,No,No
Don Pisto's,(415) 395-0939,3.8,Average $65 for two people (approx.)Lunch menu $35 for two people (approx.),94133,CA,San Francisco,510 Union Street,No,Yes,No,No,No
Commonwealth,(415) 355-1500,3.8,Average $60 for two people (approx.),94110,CA,San Francisco,2224 Mission District Street,No,No,No,No,No
Vip Coffee & Cake Shop,(415) 989-7118,,Average $25 for two people (approx.),94133,CA,San Francisco,671 Broadway Street,No,Yes,No,No,No
The American Grilled Cheese Kitchen,(415) 243-0107,4,Average $25 for two people (approx.),94107,CA,San Francisco,1 South Park Street,No,Yes,Yes,No,No
Ristorante Umbria,(415) 546-6985,3.8,Average $65 for two people (approx.),94105,CA,San Francisco,198 2nd Street,No,Yes,Yes,No,No
Far East Cafe,(415) 982-3245,3.4,,94108,CA,San Francisco,631 Grant Avenue,No,No,No,No,No
Philz Coffee,(415) 282-9155,3.9,Average $15 for two people (approx.),94110,CA,San Francisco,3101 24th Street,No,No,Yes,No,No
Contigo,(415) 285-0250,4.1,Average $45 for two people (approx.),94114,CA,San Francisco,1320 Castro Street,No,Yes,Yes,No,No
Good Luck Dim Sum,(415) 386-3388,3.5,Average $20 for two people (approx.),94118,CA,San Francisco,736 Clement Street,No,Yes,No,No,No
Bluestem Brasserie,(415) 547-1111,3.3,Average $80 for two people (approx.)Lunch menu $60 for two people (approx.),94103,CA,San Francisco,1 Yerba Buena Lane,No,Yes,Yes,No,No
Cha Cha Cha,(415) 824-1502,3.7,Average $60 for two people (approx.) with alcohol,94110,CA,San Francisco,2327 Mission District Street,No,Yes,No,No,No
Tian Sing Chinese,(415) 398-1338,3.2,,94102,CA,San Francisco,138 Cyril Magnin Street,No,Yes,No,No,No
Otoro Sushi,(415) 553-3986,3.7,Average $35 for two people (approx.),94102,CA,San Francisco,205 Oak Street,No,Yes,No,No,No
Gaspare's Pizza House & Italian,(415) 387-5025,4,Average $45 for two people (approx.),94121,CA,San Francisco,5546 Geary Boulevard,No,Yes,No,No,No
Lou's,(415) 771-5687,3.5,Average $55 for two people (approx.),94133,CA,San Francisco,300 Jefferson Street,No,Yes,Yes,No,No
The Sentinel,(415) 284-9960,3.7,Average $13 for two people (approx.),94105,CA,San Francisco,37 New Montgomery Street,No,Yes,No,No,No
Sociale,(415) 921-3200,3.8,Average $65 for two people (approx.),94118,CA,San Francisco,3665 Sacramento Street,No,No,No,No,No
Tikka Masala,(415) 345-1028,3.5,Average $30 for two people (approx.),94102,CA,San Francisco,425 Ellis Street,No,Yes,No,No,No
Stella Pastry & Cafe,(415) 986-2914,3.7,Average $15 for two people (approx.),94133,CA,San Francisco,446 Columbus Avenue,No,No,No,No,No
Little Skillet,(415) 777-2777,3.5,Average $43 for two people (approx.),94107,CA,San Francisco,360 Ritch Street,Yes,Yes,Yes,No,No
El Farolito,(415) 824-7877,3.7,Average $15 for two people (approx.),94110,CA,San Francisco,2779 Mission District Street,No,Yes,No,No,No
Mel's Drive-in,(415) 921-2867,3.5,Average $60 for two people (approx.),94123,CA,San Francisco,2165 Lombard Street,No,Yes,No,No,No
Piperade,(415) 391-2555,4.1,Average $75 for two people (approx.)Lunch menu $50 for two people (approx.),94111,CA,San Francisco,1015 Battery Street,No,Yes,Yes,No,No
Maru Sushi,(415) 393-9911,3.7,Average $50 for two people (approx.)Lunch menu $30 for two people (approx.),94108,CA,San Francisco,529 Powell Street,No,Yes,No,No,No
Crepes on Cole,(415) 664-1800,3.7,Average $30 for two people (approx.),94117,CA,San Francisco,100 Carl Street,No,Yes,Yes,No,No
Maven,(415) 829-7982,3.3,Average $60 for two people (approx.),94117,CA,San Francisco,598 Haight Street,No,Yes,No,No,No
Mo's,(415) 788-3779,3.7,Average $40 for two people (approx.),94133,CA,San Francisco,1322 Grant Avenue,No,Yes,No,No,No
Taqueria Cancun,(415) 252-9560,3.5,Average $25 for two people (approx.),94110,CA,San Francisco,2288 Mission District Street,No,Yes,No,No,No
Underdog,(415) 665-8881,3.7,Average $25 for two people (approx.),94122,CA,San Francisco,1634 Irving Street,Yes,Yes,Yes,No,No
Turtle Tower,(415) 409-3333,3.8,Average $25 for two people (approx.),94109,CA,San Francisco,645 Larkin Street,No,Yes,No,No,No
B. Patisserie,(415) 440-1700,3.5,Average $30 for two people (approx.),94115,CA,San Francisco,2821 California Street,No,No,Yes,No,No
MyMy Coffee Shop,(415) 800-7466,3.8,Average $40 for two people (approx.),94109,CA,San Francisco,1500 California Street,No,Yes,Yes,No,No
Suzu Noodle House,(415) 346-5083,3.7,Average $45 for two people (approx.),94115,CA,San Francisco,Japan Center,No,No,No,No,No
Woodhouse Fish Company,(415) 437-2722,3.9,Average $70 for two people (approx.),94115,CA,San Francisco,1914 Fillmore Street,No,Yes,No,No,No
St. Francis Fountain,(415) 826-4210,4,Average $30 for two people (approx.),94110,CA,San Francisco,2801 24th Street,No,Yes,No,No,No
Tad's Steakhouse,(415) 982-1718,3.5,Average $40 for two people (approx.),94102,CA,San Francisco,120 Powell Street,No,Yes,No,No,No
5A5 Steak Lounge,(415) 989-2539,3.7,Average $150 for two people (approx.),94111,CA,San Francisco,244 Jackson Street,No,No,No,No,No
Hard Knox Cafe,(415) 752-3770,3.7,Average $50 for two people (approx.),94121,CA,San Francisco,2448 Clement Street,No,Yes,No,No,No
The Corner Store,(415) 359-1800,3.7,Average $60 for two people (approx.)Lunch menu $35 for two people (approx.),94118,CA,San Francisco,5 Masonic Avenue,No,Yes,Yes,No,No
Koh Samui & the Monkey,(415) 369-0007,3.7,Average $70 for two people (approx.)Lunch menu $45 for two people (approx.),94107,CA,San Francisco,415 Brannan Street,No,No,No,No,No
Cafe Bastille,(415) 986-5673,3.5,Average $70 for two people (approx.),94104,CA,San Francisco,22 Belden Place,No,Yes,Yes,No,No
Gialina,(415) 239-8500,4.2,Average $50 for two people (approx.),94131,CA,San Francisco,2842 Diamond Street,No,No,No,No,No
Yuet Lee,(415) 982-6020,3.6,Average $30 for two people (approx.),94133,CA,San Francisco,1300 Stockton Street,No,Yes,No,No,No
The Crab Station,(415) 474-8796,3.5,Average $25 for two people (approx.),94133,CA,San Francisco,2803 Taylor Street,No,Yes,No,No,No
Acquerello,(415) 567-5432,3.6,Average $190 for two people (approx.),94109,CA,San Francisco,1722 Sacramento Street,No,No,No,No,No
Venticello Ristorante,(415) 922-2545,4,Average $100 for two people (approx.),94108,CA,San Francisco,1257 Taylor Street,No,No,No,No,No
Brazen Head,(415) 921-7600,3.8,Average $80 for two people (approx.) with alcohol,94123,CA,San Francisco,3166 Buchanan Street,No,Yes,No,No,No
Baby Blues BBQ,(415) 896-4250,3.5,Average $45 for two people (approx.),94110,CA,San Francisco,3149 Mission Street,Yes,Yes,No,No,No
Rogue,(415) 362-7880,3.7,Average $45 for two people (approx.) with alcohol,94133,CA,San Francisco,673 Union Street,No,No,Yes,No,No
Samovar Tea Lounge,(415) 626-4700,3.5,Average $45 for two people (approx.),94114,CA,San Francisco,498 Sanchez Street,No,Yes,Yes,No,No
Barney's Gourmet Hamburgers,(415) 563-0307,4.1,Average $35 for two people (approx.),94123,CA,San Francisco,3344 Steiner Street,No,Yes,Yes,No,No
Emmy's Spaghetti Shack,(415) 206-2086,3.6,Average $50 for two people (approx.),94110,CA,San Francisco,3230 Mission Street,Yes,Yes,No,No,No
Baonecci,(415) 989-1806,3.9,Average $70 for two people (approx.),94133,CA,San Francisco,516 Green Street,No,Yes,No,No,No
Ferry Plaza Seafood,(415) 274-2561,3.4,Average $80 for two people (approx.)Lunch menu $60 for two people (approx.),94133,CA,San Francisco,653 Union Street,No,Yes,Yes,No,No
Puerto Alegre,(415) 255-8201,3.9,Average $60 for two people (approx.)Lunch menu $25 for two people (approx.),94110,CA,San Francisco,546 Valencia Street,No,Yes,No,No,No
Squat and Gobble,(415) 441-2200,3.8,Average $40 for two people (approx.)Lunch menu $30 for two people (approx.),94123,CA,San Francisco,2263 Chestnut Street,No,Yes,Yes,No,No
Caffe Trieste,(415) 982-2605,3.5,Average $25 for two people (approx.),94133,CA,San Francisco,601 Vallejo Street,No,No,Yes,No,No
Rose's Cafe,(415) 775-2200,3.9,Average $50 for two people (approx.)Lunch menu $40 for two people (approx.),94123,CA,San Francisco,2298 Union Street,No,Yes,Yes,No,No
Delica,(415) 834-0344,3.6,Average $30 for two people (approx.),94111,CA,San Francisco,Ferry Building,No,Yes,No,No,No
Swensen's Ice Cream,(415) 775-6818,3.9,Average $10 for two people (approx.),94109,CA,San Francisco,1999 Hyde Street,No,No,No,No,No
Sauce,(415) 252-1369,3.8,Average $80 for two people (approx.) with alcohol,94102,CA,San Francisco,131 Gough Street,No,Yes,No,No,No
Hana Zen,(415) 421-8822,3.2,Average $55 for two people (approx.)Lunch menu $45 for two people (approx.),94133,CA,San Francisco,Pier 39,No,Yes,No,No,No
Noah's Bagels,(415) 433-9682,2.8,Average $15 for two people (approx.),94104,CA,San Francisco,100 Bush Street,Yes,Yes,No,No,No
Sushi Bistro,(415) 933-7100,3.8,Average $40 for two people (approx.),94118,CA,San Francisco,431 Balboa Street,No,Yes,No,No,No
Cafe Jacqueline,(415) 981-5565,4.1,Average $140 for two people (approx.),94133,CA,San Francisco,1454 Grant Avenue,No,No,No,No,No
Delancey Street,(415) 512-5179,3.5,Average $80 for two people (approx.),94107,CA,San Francisco,600 The Embarcadero,No,Yes,Yes,No,No
Pied Piper Bar,(415) 546-5089,3.1,Average $60 for two people (approx.) with alcohol,94105,CA,San Francisco,Palace Hotel,No,No,No,No,No
Original Joe's,(415) 775-4877 (415) 662-4440,3.5,Average $85 for two people (approx.)Lunch menu $70 for two people (approx.),94133,CA,San Francisco,601 Union Street,No,No,Yes,No,No
HRD,(415) 543-2355,3.6,Average $30 for two people (approx.),94107,CA,San Francisco,521 3rd Street,Yes,Yes,No,No,No
Roti Indian Bistro,(415) 665-7684,3.9,Average $50 for two people (approx.),94127,CA,San Francisco,53 W Portal Avenue,No,Yes,No,No,No
Sushirrito,(415) 495-7655,3.7,Average $20 for two people (approx.),94105,CA,San Francisco,59 New Montgomery,No,No,No,No,No
Bourbon Steak,(415) 397-3003,3.5,Average $120 for two people (approx.),94102,CA,San Francisco,Westin Hotel,No,No,No,No,No
Polker's,(415) 885-1000,4,Average $55 for two people (approx.)Lunch menu $45 for two people (approx.),94109,CA,San Francisco,2226 Polk Street,No,Yes,No,No,No
Kara's Cupcakes,(415) 563-2253,3.5,Average $10 for two people (approx.),94123,CA,San Francisco,3249 Scott Street,Yes,Yes,No,No,No
SOMA Restaurant & Bar,(415) 778-8500,3.1,Average $50 for two people (approx.)Lunch menu $40 for two people (approx.),94103,CA,San Francisco,85 5th Street,No,No,No,No,No
Comstock Saloon,(415) 617-0071,3.6,Average $60 for two people (approx.) with alcoholLunch menu $40 for two people (approx.),94133,CA,San Francisco,155 Columbus Avenue,No,Yes,Yes,No,No
Roxanne Cafe,(415) 989-5555,3.5,Average $55 for two people (approx.)Lunch menu $50 for two people (approx.),94108,CA,San Francisco,570 Powell Street,No,Yes,No,No,No
Ramen Underground,(415) 999-2503 (415) 765-9909,3.5,Average $40 for two people (approx.),94108,CA,San Francisco,356 Kearny Street,No,Yes,No,No,No
Pizza Orgasmica,(415) 931-5300,3.6,Average $15 for two people (approx.),94123,CA,San Francisco,3157 Fillmore Street,Yes,Yes,No,No,No
Savor,(415) 282-0344,3.5,Average $60 for two people (approx.)Lunch menu $40 for two people (approx.),94114,CA,San Francisco,3913 24th Street,No,Yes,Yes,No,No
Rosamunde Sausage Grill,(415) 970-9015,3.6,Average $30 for two people (approx.),94110,CA,San Francisco,2832 Mission District Street,No,Yes,Yes,No,No
Bissap Baobab,(415) 643-3558 (415) 401-0641,3.7,Average $60 for two people (approx.),94110,CA,San Francisco,3372 19th Street,No,Yes,No,No,No
Shanghai Dumpling King,(415) 387-2088,3.8,Average $30 for two people (approx.)Lunch menu $20 for two people (approx.),94121,CA,San Francisco,3319 Balboa Street,No,Yes,No,No,No
Barney's Gourmet Hamburgers,(415) 282-7770,3.7,Average $35 for two people (approx.),94114,CA,San Francisco,4138 24th Street,Yes,Yes,Yes,No,No
PPQ Dungeness Island,(415) 386-8266,3.8,,94121,CA,San Francisco,2332 Clement Street,No,Yes,No,No,No
Market Bar,(415) 434-1100,3.2,Average $80 for two people (approx.),94111,CA,San Francisco,Ferry Building,No,No,Yes,No,No
Jake's Steaks,(415) 922-2211,3.7,Average $30 for two people (approx.),94123,CA,San Francisco,3301 Buchanan Street,Yes,Yes,Yes,No,No
Mission Pie,(415) 282-1500,3.7,Average $30 for two people (approx.),94110,CA,San Francisco,2901 Mission District Street,No,Yes,Yes,No,No
Blue Bottle,(510) 653-3394,3,,94104,CA,San Francisco,115 Sansome Street,No,Yes,No,No,No
Green Papaya Restaurant,(415) 348-8882,3.5,Average $40 for two people (approx.),94103,CA,San Francisco,825 Mission Street,Yes,Yes,No,No,No
Indian Oven,(415) 626-1628,3.5,Average $40 for two people (approx.),94117,CA,San Francisco,233 Fillmore Street,No,Yes,No,No,No
Butler & the Chef Bistro,(415) 896-2075,3.6,Average $45 for two people (approx.),94107,CA,San Francisco,155 S Park Street,No,Yes,No,No,No
Il Casaro,(415) 677-9455,3.2,Average $60 for two people (approx.),94133,CA,San Francisco,348 Columbus Avenue,No,Yes,No,No,No
