Restaurant Name,Phone,Rate,Price,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating,Parking
RockCreek Seafood & Spirits,(206) 557-7532,4_half,$$$,98103,WA,Seattle,4300 Fremont Ave N,No,No,Yes,Street
Café Besalu,(206) 789-1463,4_half,$,98107,WA,Seattle,5909 24th Ave NW,No,Yes,Yes,Street
Tea Republik,,4_half,$,98105,WA,Seattle,4527 University Way NE,No,Yes,No,Street
Green Lake Park,(206) 684-4075,4_half,,98103,WA,Seattle,7201 E Green Lake Dr N,No,No,No,Street
Artisan Cafe,(206) 441-8885,4_half,$,98121,WA,Seattle,2523 5th Ave,No,Yes,Yes,Street
Espresso Vivace Alley 24,(206) 388-5164,4,$,98109,WA,Seattle,227 Yale Ave N,No,Yes,Yes,Street
The Station,(206) 453-4892,4_half,$,98144,WA,Seattle,2533 16th Ave S,No,Yes,Yes,Street
Veggie Grill,(206) 623-0336,4_half,$$,98109,WA,Seattle,446 Terry Ave N,No,Yes,Yes,Street
Cafe Barjot,(206) 457-5424,4_half,$$,98102,WA,Seattle,711 Bellevue Ave E,No,Yes,Yes,Street
Blind Pig Bistro,(206) 329-2744,4_half,$$$,98102,WA,Seattle,2238 Eastlake Ave E,No,No,Yes,"Street, Private Lot"
The Capital Grille,(206) 382-0900,4_half,$$$,98101,WA,Seattle,1301 4th Ave,No,No,No,Valet
Curbside,(206) 915-2581,4_half,$,98119,WA,Seattle,3 W Nickerson St,No,Yes,Yes,Street
Discovery Park,(206) 386-4236,4_half,,98199,WA,Seattle,3801 Discovery Park Blvd,No,No,No,Private Lot
Un Bien,(206) 588-2040,4_half,$$,98117,WA,Seattle,7302 15th Ave NW,No,Yes,Yes,Street
Ella Bailey Park,(206) 684-9286,5,,98134,WA,Seattle,2601 W Smith St,No,No,No,Street
Nielsen’s Authentic Danish Pastry,(206) 282-3004,4_half,$,98119,WA,Seattle,520 2nd Ave W,No,Yes,No,Street
Knee High Stocking,(206) 979-7049,4,$$,98122,WA,Seattle,1356 E Olive Way,No,No,No,Street
Araya’s Place,(206) 402-6634,4_half,$$,98112,WA,Seattle,2808 E Madison St,No,Yes,Yes,Street
International Fountain,(206) 684-7200,4_half,,98109,WA,Seattle,305 Harrison St,No,No,No,No
Flatstick Pub,(206) 682-0608,4_half,$,98104,WA,Seattle,240 2nd Ave S,No,No,No,Street
Cherry Blossoms @ University of Washington,,5,,98195,WA,Seattle,"University of Washington, King Lane &; Pierce Ln",No,No,No,No
Suika Seattle,(206) 747-9595,4_half,$$,98122,WA,Seattle,611 E Pine St,No,Yes,No,Street
Kaladi Brothers Coffee,(206) 257-1688,4_half,$,98122,WA,Seattle,517 E Pike St,No,Yes,Yes,Street
Calozzi’s Cheesesteaks,(206) 623-1330,4,$,98101,WA,Seattle,1306 4th Ave,No,Yes,Yes,Street
Café Suisse,(206) 633-3876,4_half,$,98121,WA,Seattle,2008 Westlake Ave,No,Yes,Yes,Street
Witness,(206) 329-0248,4_half,$$,98102,WA,Seattle,410 Broadway E,No,No,Yes,"Garage, Street"
MiiR,(888) 746-5762,4_half,$$,98103,WA,Seattle,3400 Stone Way N,No,Yes,Yes,"Garage, Street"
Rain Shadow Meats Squared,(206) 467-4854,4_half,$$,98104,WA,Seattle,404 Occidental Ave S,No,Yes,Yes,Street
Harvest Beat,(206) 547-1348,5,$$$,98103,WA,Seattle,1711 N 45th St,No,No,Yes,Street
Nishino,(206) 322-5800,4_half,$$$,98112,WA,Seattle,3130 E Madison St,No,Yes,No,"Street, Private Lot"
HoneyHole Sandwiches,(206) 709-1399,4,$$,98122,WA,Seattle,703 E Pike St,No,Yes,No,Street
Taylor Shellfish Farms,(206) 501-4321,4,$$,98122,WA,Seattle,1521 Melrose Ave,No,Yes,No,Street
Mighty-O Donuts,(206) 547-5431,4_half,$,98103,WA,Seattle,2110 N 55th St,No,Yes,Yes,"Garage, Street"
Waterfall Garden,(206) 624-6096,4_half,,98104,WA,Seattle,219 2nd Ave S,No,No,No,Garage
Lola,(206) 441-1430,4,$$,98121,WA,Seattle,2000 4th Ave,No,Yes,Yes,Street
Elm Coffee Roasters,(206) 445-7808,4_half,$,98104,WA,Seattle,240 2nd Ave S,No,Yes,No,Street
Ventoux Roasters,(206) 370-0226,5,$,98105,WA,Seattle,3404 NE 55th St,No,Yes,Yes,Street
Manolin,(206) 294-3331,4_half,$$,98103,WA,Seattle,3621 Stone Way N,No,No,Yes,Street
Biscuit Bitch,(206) 441-7999,4,$,98101,WA,Seattle,1909 1st Ave,No,Yes,Yes,Street
Ugly Mug Café & Coffee Roasters,(206) 547-3219,4_half,$,98105,WA,Seattle,1309 NE 43rd St,No,Yes,No,Street
Stumptown Coffee Roasters,(206) 329-0115,4,$,98122,WA,Seattle,616 E Pine St,No,Yes,Yes,Street
Fran’s Chocolates,(206) 682-0168,4,$$$,98101,WA,Seattle,1325 1st Ave,No,Yes,No,Street
ChuMinh Tofu & Veggie Deli,(206) 723-6095,4_half,$,98104,WA,Seattle,1043 S Jackson St,No,Yes,No,Private Lot
Lovage,(206) 486-2160,4_half,$,98101,WA,Seattle,1526 1st Ave,No,Yes,No,Street
ETG Coffee and Bakery,(206) 633-3685,4_half,$,98103,WA,Seattle,3512 Fremont Pl N,No,Yes,Yes,Street
Pomodoro,(206) 324-3160,4_half,$$,98102,WA,Seattle,2366 Eastlake Ave E,No,Yes,No,"Garage, Street"
I Love My GFF,(206) 265-1798,4_half,$,98109,WA,Seattle,,No,Yes,No,Street
Rock Box,(206) 302-7625,4,$$,98122,WA,Seattle,1603 Nagle Pl,No,No,Yes,"Garage, Street"
The Fremont Troll,,4_half,,98103,WA,Seattle,North Troll Ave,No,No,No,No
Bar Cotto,(206) 838-8081,4_half,$$,98122,WA,Seattle,1546 15th Ave,No,Yes,Yes,Street
Taylor Shellfish Oyster Bar,(206) 501-4060,4_half,$$,98104,WA,Seattle,410 Occidental Ave S,No,No,No,Street
Serious Pie,(206) 838-7388,4,$$,98121,WA,Seattle,316 Virginia St,No,Yes,No,Street
Bottega Italiana,(206) 343-0200,4_half,$,98101,WA,Seattle,1425 1st Ave,No,Yes,Yes,Street
No Bones Beach Club,(206) 515-5656,4_half,$$,98107,WA,Seattle,5410 17th Ave NW,No,Yes,Yes,Street
Aladdin Falafel Corner,(206) 548-9539,4_half,$,98105,WA,Seattle,4541 University Way NE,No,Yes,No,Street
El Diablo Coffee,(206) 285-0693,4,$,98109,WA,Seattle,1811 Queen Anne Ave N,No,Yes,Yes,Street
Slate Coffee Roasters,(206) 240-7174,4_half,$$,98107,WA,Seattle,5413 6th Ave NW,No,Yes,Yes,Street
Dan’s Kitchen,(206) 578-2935,4_half,$,98115,WA,Seattle,6552 15th Ave NE,No,Yes,Yes,Street
Morsel and Bean,(206) 457-5735,4_half,$,98107,WA,Seattle,5905 15th Ave NW,No,Yes,Yes,Private Lot
Maneki,(206) 622-2631,4,$$,98104,WA,Seattle,304 6th Ave S,No,Yes,No,Street
Sprout,(206) 973-3766,4_half,$$,98104,WA,Seattle,512 2nd Ave,No,Yes,No,Street
Teatro Zinzanni,(206) 802-0015,4,$$$$,98109,WA,Seattle,222 Mercer St,No,No,No,Street
Cafe Turko,(206) 284-9954,4,$$,98103,WA,Seattle,900 N 34th St,No,Yes,Yes,Street
Taylor Shellfish Oyster Bar,(206) 501-4442,4,$$,98109,WA,Seattle,124 Republican St,No,No,No,"Garage, Validated"
Umi Sake House,(206) 374-8717,4,$$,98121,WA,Seattle,2230 1st Ave,No,Yes,No,Street
Cafe Selam,(206) 328-0404,4_half,$$,98122,WA,Seattle,2715 E Cherry St,No,Yes,Yes,Street
Quinn’s,(206) 325-7711,4,$$,98122,WA,Seattle,1001 E Pike St,No,No,No,Street
Single Shot,(206) 420-2238,4_half,$$,98102,WA,Seattle,611 Summit Ave E,No,No,No,Street
BlueStone,(206) 726-0141,4_half,$$,98102,WA,Seattle,1631 E Olive Way,No,Yes,No,Street
White Horse Trading Company,(206) 441-7767,4,$$,98101,WA,Seattle,1908 Post Alley,No,No,No,Street
Fat Ducks Deli & Bakery,(206) 257-4798,4_half,$,98105,WA,Seattle,5509 University Way NE,No,Yes,Yes,Street
Joe Bar,(206) 324-0407,4,$,98102,WA,Seattle,810 E Roy St,No,Yes,Yes,Street
Le Rêve Bakery & Café,(206) 623-7383,4,$$,98109,WA,Seattle,1805 Queen Anne Ave N,No,Yes,Yes,Street
The Tasting Room,(206) 770-9463,4,$$,98101,WA,Seattle,1924 Post Alley,No,No,Yes,Street
Toulouse Petit,(206) 432-9069,4,$$,98109,WA,Seattle,601 Queen Anne Ave N,No,No,No,Street
Bait Shop,(206) 420-8742,4_half,$$,98102,WA,Seattle,606 Broadway E,No,Yes,Yes,Street
Stateside,(206) 557-7273,4,$$,98122,WA,Seattle,300 E Pike St,No,Yes,Yes,Street
World Spice Merchants,(206) 682-7274,4_half,$$,98101,WA,Seattle,1509 Western Ave,No,No,No,"Garage, Street"
Byrek & Baguette,(206) 538-0758,4_half,$,98122,WA,Seattle,732 12th Ave,No,Yes,Yes,Street
Katy’s Corner Cafe,(206) 329-0121,4_half,$,98122,WA,Seattle,2000 E Union St,No,Yes,Yes,Street
The Beer Junction,(206) 938-2337,5,$$,98116,WA,Seattle,4511 California Ave SW,No,Yes,No,"Street, Private Lot"
Bathtub Gin & Co,(206) 728-6069,4,$$,98121,WA,Seattle,2205 2nd Ave,No,No,No,Street
Café Presse,(206) 709-7674,4,$$,98122,WA,Seattle,1117 12th Ave,No,Yes,Yes,Street
In The Bowl Vegetarian Noodle Bistro,(206) 568-2343,4,$,98102,WA,Seattle,1554 E Olive Way,Yes,Yes,No,Street
Nollie’s Cafe,(206) 402-6724,4,$,98109,WA,Seattle,1165 Harrison St,No,Yes,No,Street
Jemil’s Big Easy,(206) 641-6551,4_half,$,98112,WA,Seattle,,Yes,Yes,Yes,Street
Bongos,(206) 420-8548,4_half,$,98103,WA,Seattle,6501 Aurora Ave N,Yes,Yes,Yes,"Street, Private Lot"
Stumptown Coffee Roasters,(206) 323-1544,4,$,98122,WA,Seattle,1115 12th Ave,No,Yes,Yes,Street
Herb & Bitter Public House,(206) 708-6468,4_half,$$,98102,WA,Seattle,516 Broadway E,No,Yes,Yes,Street
Simply Soulful,(206) 474-9841,4_half,$$,98112,WA,Seattle,2909-B E Madison Ave,No,Yes,No,"Street, Private Lot"
Cal Anderson Park,(206) 684-4075,4_half,,98122,WA,Seattle,1635 11th Ave,No,No,No,No
Purple Café and Wine Bar,,4,$$$,98101,WA,Seattle,1225 4th Ave,No,Yes,No,"Garage, Street, Validated"
Sweetgrass Food Co.,(206) 602-6656,4,$$,98101,WA,Seattle,1923 7th Ave,No,Yes,No,Street
Saigon Deli,(206) 322-3700,4,$,98144,WA,Seattle,1237 S Jackson St,No,Yes,No,Private Lot
Le Pichet,(206) 256-1499,4,$$,98101,WA,Seattle,1933 1st Ave,No,No,Yes,Street
Heartwood Provisions,(206) 582-3505,4_half,$$$,98101,WA,Seattle,1103 1st Ave,No,No,No,Street
Sake Nomi,(206) 467-7253,4_half,$$,98104,WA,Seattle,76 S Washington St,No,No,No,Street
Rob Roy,(206) 956-8423,4,$$,98121,WA,Seattle,2332 2nd Ave,No,No,Yes,Street
Nue,(206) 257-0312,4_half,$$,98122,WA,Seattle,1519 14th Ave,Yes,Yes,Yes,"Garage, Street"
The Bear and the Bee,(206) 441-7255,4_half,$$,98121,WA,Seattle,2211 2nd Ave,No,Yes,Yes,Street
Von’s Gustobistro,(206) 621-8667,4,$$,98101,WA,Seattle,1225 1st Ave,No,Yes,Yes,Street
Shaker and Spear,(206) 826-1700,4_half,$$$,98121,WA,Seattle,2000 2nd Ave,No,No,No,"Valet, Street"
LoPriore Bros. Pasta Bar,(206) 621-7545,4_half,$,98101,WA,Seattle,1530 Post Alley,No,Yes,Yes,Street
Deli-Cut Subs,(206) 262-0631,4_half,$,98104,WA,Seattle,300 5th Ave,No,Yes,No,Street
Il Terrazzo Carmine,(206) 467-7797,4_half,$$$,98104,WA,Seattle,411 1st Ave S,No,Yes,Yes,"Valet, Garage, Street, Validated"
Rumba,(206) 583-7177,4,$$,98101,WA,Seattle,1112 Pike St,No,Yes,Yes,Street
Biscuit Bitch,(206) 728-2219,4,$,98121,WA,Seattle,2303 3rd Ave,No,Yes,Yes,Street
Piroshki On Madison,(206) 624-1295,4_half,$,98104,WA,Seattle,1219 Madison St,Yes,Yes,Yes,Street
Phnom Penh Noodle House,(206) 748-9825,4,$,98104,WA,Seattle,660 S King St,No,Yes,No,Street
The Bar Shoppe,(206) 447-0151,5,$$,98104,WA,Seattle,117 Yesler Way,No,No,No,"Street, Private Lot"
Seattle Meowtropolitan,(206) 632-2330,4_half,$,98103,WA,Seattle,1225 N 45th St,No,No,No,Street
Momiji,(206) 457-4068,4,$$,98122,WA,Seattle,1522 12th Ave,No,Yes,No,Street
Mashawi Mediterranean Cuisine,(206) 282-0078,4_half,$$,98109,WA,Seattle,366 Roy St,Yes,Yes,No,"Garage, Street"
Saley’s Classic,(206) 307-4619,4_half,$,98101,WA,Seattle,800 Olive Way,No,Yes,No,Street
Matts in the Market,(206) 467-7909,4,$$$,98101,WA,Seattle,94 Pike St,No,No,No,Street
Crow,(206) 283-8800,4,$$,98109,WA,Seattle,823 5th Ave N,No,Yes,No,Street
Ristorante Machiavelli,(206) 621-7941,4,$$,98101,WA,Seattle,1215 Pine St,No,Yes,No,Street
Top Pot Doughnuts,(206) 728-1966,4,$,98121,WA,Seattle,2124 5th Ave,No,Yes,Yes,Street
Kedai Makan,(206) 556-2560,4,$$,98122,WA,Seattle,1802 Bellevue Ave,No,Yes,No,Street
Joule,(206) 632-5685,4,$$,98103,WA,Seattle,3506 Stone Way N,No,No,Yes,Street
Serious Pie & Biscuit,(206) 436-0050,4,$$,98109,WA,Seattle,401 Westlake Ave N,No,Yes,No,Street
Chili & Sesame Korean Kitchen,(206) 443-2013,4,$$,98121,WA,Seattle,2449 2nd Ave,No,Yes,No,Street
Japonessa,(206) 971-7979,4,$$,98101,WA,Seattle,1400 1st Ave,No,Yes,Yes,"Garage, Street"
Bedlam Coffee,(206) 910-2300,4,$,98121,WA,Seattle,2231 2nd Ave,No,Yes,Yes,Street
U:Don Fresh Japanese Noodle Station,(206) 466-1471,4,$,98122,WA,Seattle,1640 12th Ave,No,Yes,No,Street
Dog In The Park,(206) 254-0943,4,$,98101,WA,Seattle,1520 4th Ave,No,Yes,Yes,Street
Bustle,(206) 453-4285,4_half,$,98119,WA,Seattle,535 W McGraw St,No,Yes,Yes,Street
Sip & Ship,(206) 789-4488,4_half,$$,98107,WA,Seattle,1752 NW Market St,No,Yes,Yes,Street
Mammoth,(206) 946-1065,4,$$,98102,WA,Seattle,2501 Eastlake Ave E,No,Yes,No,Street
Lecōsho,(206) 623-2101,4,$$,98101,WA,Seattle,89 University St,No,No,Yes,Street
Teriyaki 1st,(206) 526-1661,4_half,$,98105,WA,Seattle,5201 University Way NE,No,Yes,No,Private Lot
Tsukushinbo,(206) 467-4004,4,$$,98104,WA,Seattle,515 S Main St,No,Yes,No,Street
Seattle Salads,(206) 324-6445,4_half,$$,98112,WA,Seattle,2711 E Madison St,Yes,Yes,Yes,"Street, Private Lot"
Volunteer Park Water Tower,(206) 684-4555,4_half,,98102,WA,Seattle,1247 15th Ave E,No,No,No,No
QED Coffee,(206) 954-3071,5,$,98144,WA,Seattle,1418 31st Ave S,No,Yes,Yes,Street
Top Pot Doughnuts,(206) 323-7841,4,$,98102,WA,Seattle,609 Summit Ave E,No,Yes,Yes,Street
Ancient Grounds,(206) 749-0747,4_half,$,98101,WA,Seattle,1220 1st Ave,No,Yes,No,Street
Plaza Garibaldi,(206) 397-4088,4,$$,98109,WA,Seattle,129 1st Ave N,No,Yes,No,Private Lot
Hue Ky Mi Gia,(206) 568-1268,4,$,98144,WA,Seattle,1207 S Jackson St,No,Yes,No,"Garage, Street"
Pie,(206) 436-8590,4,$,98103,WA,Seattle,3515 Fremont Ave N,Yes,Yes,Yes,Street
MeeKong Bar,(206) 257-1030,4_half,$$,98121,WA,Seattle,2525 4th Ave,Yes,Yes,Yes,Street
Musashi’s,(206) 633-0212,4,$$,98103,WA,Seattle,1400 N 45th St,No,Yes,No,Street
Pho Bac,(206) 621-8816,4,$,98101,WA,Seattle,1809 Minor Ave,No,Yes,No,Street
Cicchetti,(206) 859-4155,4,$$,98102,WA,Seattle,121 E Boston St,No,Yes,Yes,Street
8oz Burger & Co,(206) 466-5989,4,$$,98122,WA,Seattle,1401 Broadway,No,Yes,No,"Garage, Street"
Caffe Vita,(206) 285-9662,4,$,98109,WA,Seattle,813 5th Ave N,No,Yes,Yes,Street
Elliott’s Oyster House,(206) 623-4340,4,$$$,98101,WA,Seattle,1201 Alaskan Way,No,Yes,Yes,Street
Papa Bois,(425) 341-3657,4_half,$,,WA,Seattle,,No,Yes,No,"Street, Private Lot"
Pear Delicatessen & Shoppe,(206) 443-1926,4_half,$,98101,WA,Seattle,1926 Pike Pl,No,Yes,No,Street
Americana,(206) 328-4604,4,$$,98102,WA,Seattle,219 Broadway E,No,Yes,Yes,Street
Macrina Bakery & Cafe,(206) 448-4032,4,$$,98121,WA,Seattle,2408 1st Ave,No,Yes,Yes,Street
Market Grill,(206) 682-2654,4,$$,98101,WA,Seattle,1509 Pike Pl,No,Yes,Yes,Street
Bluebird,(206) 588-1079,4,$,98122,WA,Seattle,1205 E Pike St,No,Yes,No,Street
The Forge Lounge,(206) 623-5107,4_half,$,98104,WA,Seattle,65 Marion St,No,No,No,Street
Holy Cannoli,(206) 841-8205,4,$,98121,WA,Seattle,2720 3rd Ave,No,Yes,No,Street
The Juicy Café,(206) 682-6960,4,$,98101,WA,Seattle,725 Pike St,No,Yes,Yes,Garage
Taste Of The Caribbean,(206) 323-9112,4,$$,98122,WA,Seattle,1212 E Jefferson St,No,Yes,Yes,Street
CJ’s Eatery,(206) 728-1648,4,$$,98121,WA,Seattle,2619 1st Ave,No,Yes,No,Street
Thai Curry Simple,(206) 327-4838,4,$,98104,WA,Seattle,406 5th Ave S,No,Yes,Yes,Street
Chaco Canyon Organic Cafe,(206) 522-6966,4_half,$$,98105,WA,Seattle,4757 12th Ave NE,No,Yes,No,Street
Pho Viet Anh,(206) 352-1881,4,$,98109,WA,Seattle,372 Roy St,No,Yes,Yes,Street
mkt.,(206) 812-1580,4_half,$$$,98103,WA,Seattle,2108 N 55th St,No,No,No,Street
Tulio,(206) 624-5500,4,$$$,98101,WA,Seattle,1100 5th Ave,No,No,Yes,"Valet, Garage, Street"
Turkish Delight,(206) 443-1387,4,$,98101,WA,Seattle,1930 Pike Pl,No,Yes,No,Street
Taste of India,(206) 528-1575,4,$$,98105,WA,Seattle,5517 Roosevelt Way NE,Yes,Yes,Yes,"Street, Private Lot"
Cycle Dogs Vegan Hot Dogs,(206) 372-8510,5,$,,WA,Seattle,,No,Yes,No,No
Analog Coffee,,4,$,98102,WA,Seattle,235 Summit Ave E,No,Yes,Yes,Street
Beetle Cafe,(206) 547-0977,4_half,$,98105,WA,Seattle,4334 Univeristy Way NE,No,Yes,No,Street
Sitka & Spruce,(206) 324-0662,4,$$$,98101,WA,Seattle,1531 Melrose Ave,No,No,No,Street
Eden Hill,(206) 708-6836,4_half,$$$$,98109,WA,Seattle,2209 Queen Anne Ave N,No,No,No,Street
The Hideout,(206) 903-8480,4,$$,98127,WA,Seattle,1005 Boren Ave,No,No,No,Street
Jefferson Park,(206) 684-4075,5,,98108,WA,Seattle,4165 16th Ave S,No,No,No,No
Wakefield Bar,(206) 770-7824,4_half,$$,98121,WA,Seattle,2318 2nd Ave,No,Yes,Yes,Street
Needle and Thread,(206) 325-0133,4,$$$,98122,WA,Seattle,1406 12th Ave,No,No,No,Street
The Masonry,(206) 453-4375,4_half,$$,98109,WA,Seattle,20 Roy St,No,Yes,Yes,Street
Green Leaf Vietnamese Restaurant,(206) 340-1388,4,$$,98104,WA,Seattle,418 8th Ave S,No,Yes,No,Street
Shorty’s,(206) 441-5449,4,$,98121,WA,Seattle,2222 2nd Ave,No,No,Yes,Street
Central Cinema,(206) 686-6684,4,$$,98122,WA,Seattle,1411 21st Ave,No,Yes,No,Street
Local Pho,(206) 441-5995,4,$,98121,WA,Seattle,2230 3rd Ave,No,Yes,Yes,Street
Monster Dogs,(888) 571-4447,4_half,$,98101,WA,Seattle,1st & Bell,No,Yes,No,Street
Barolo Ristorante,(206) 770-9000,4,$$,98101,WA,Seattle,1940 Westlake Ave,No,Yes,Yes,"Valet, Street"
Myrtle Edwards Park,(206) 684-4075,4_half,,98121,WA,Seattle,3130 Alaskan Way,No,No,No,No
Bang Bang Café,(206) 448-2233,4,$,98121,WA,Seattle,2460 Western Ave,No,Yes,Yes,Street
Trophy Cupcakes and Party,(206) 632-7020,4,$$,98103,WA,Seattle,1815 N 45th St,Yes,Yes,Yes,Private Lot
Daniel’s Broiler,(206) 621-8262,4,$$$$,98109,WA,Seattle,809 Fairview Pl N,No,Yes,Yes,"Valet, Street, Private Lot"
Lotus Thai Cuisine,(206) 323-9445,4_half,$,98122,WA,Seattle,2724 E Cherry St,No,Yes,No,Street
The Wurst Place,(206) 623-3548,4,$$,98102,WA,Seattle,510 Westlake Ave N,No,Yes,No,Street
Midtown Espresso,(206) 443-9070,4_half,$,98121,WA,Seattle,2133 5th Ave,No,Yes,Yes,Street
Pike Place Market Gum Wall,(206) 587-2414,4,,98101,WA,Seattle,Pike St,No,No,No,No
Tougo Coffee Co,(206) 860-3518,4,$,98122,WA,Seattle,1410 18th Ave,No,Yes,Yes,Street
Diesel Seattle,(206) 322-1080,4_half,$,98122,WA,Seattle,1413 14th Ave,No,No,No,Street
World Pizza,(206) 682-4161,4,$,98104,WA,Seattle,672 S King St,No,Yes,No,Street
Mel’s Market,(206) 623-6771,4,$,98154,WA,Seattle,1001 4th Ave,No,Yes,No,Street
Tango,(206) 583-0382,4,$$,98101,WA,Seattle,1100 Pike St,No,Yes,No,Street
Villa Escondida,(206) 448-2393,4_half,$$,98121,WA,Seattle,2203 1st Ave,No,Yes,Yes,Street
Take 5 Urban Market,(206) 420-8104,4_half,$,98117,WA,Seattle,6757 8th Ave NW,No,Yes,No,Street
Bakery Nouveau,(206) 923-0534,4_half,$$,98116,WA,Seattle,4737 California Ave SW,No,Yes,Yes,Street
Sweet Iron,(206) 682-3336,4,$,98101,WA,Seattle,1200 3rd Ave,No,Yes,Yes,Street
Skillet Capitol Hill,(206) 512-2001,4,$$,98122,WA,Seattle,1400 E Union St,No,Yes,Yes,Street
Annapurna Cafe,(206) 320-7770,4,$$,98122,WA,Seattle,1833 Broadway,No,Yes,No,Street
Seattle Deli,(206) 328-0106,4,$,98144,WA,Seattle,225 12th Ave S,No,Yes,No,"Street, Private Lot"
Le Fournil,(206) 328-6523,4,$,98102,WA,Seattle,3230 Eastlake Ave E,No,Yes,No,Garage
Falafel Salam,,4_half,$,98103,WA,Seattle,400 N 34th St,No,Yes,Yes,Street
Bhy Kracke Park,(206) 684-4075,4_half,,98109,WA,Seattle,1215 5th Ave N,No,No,No,No
Young Tea,(206) 682-6688,4_half,$,98104,WA,Seattle,609 S Weller St,No,Yes,No,Garage
Novilhos Brazilian Steak House,(206) 494-3375,4,$$$,98109,WA,Seattle,901 Fairview Ave N,No,No,Yes,"Street, Private Lot"
Dahlia Lounge,(206) 682-4142,4,$$$,98121,WA,Seattle,2001 4th Ave,No,Yes,No,Street
Olympic Sculpture Park,(206) 654-3100,4,,98121,WA,Seattle,2901 Western Ave,No,No,No,Street
Meridian Playground,(206) 684-4075,5,,98103,WA,Seattle,4649 Sunnyside Ave N,No,No,No,No
Cloud 9 Hookah Lounge,(206) 457-3263,4_half,$,98122,WA,Seattle,2522 E Cherry St,No,No,No,Private Lot
Ten on 9th,(206) 623-0301,4,$$,98109,WA,Seattle,227 9th Ave N,No,No,No,Street
Byen Bakeri,(206) 218-1000,4_half,$$,98109,WA,Seattle,15 Nickerson St,Yes,Yes,No,Street
Caffe Umbria,(206) 762-5300,4_half,$,98107,WA,Seattle,5407 Ballard Ave NW,No,Yes,Yes,Street
Three Girls Bakery,(206) 622-1045,4,$,98101,WA,Seattle,1514 Pike Pl,No,Yes,No,Street
Pho Bac,(206) 323-4387,4,$,98144,WA,Seattle,1314 S Jackson St,No,Yes,No,Private Lot
Off The Rez,(206) 414-8226,4_half,$,98101,WA,Seattle,,No,Yes,No,Street
Tavolata,(206) 838-8008,4,$$$,98121,WA,Seattle,2323 2nd Ave,No,No,Yes,Street
Resto,(425) 218-3914,4,$$$,98102,WA,Seattle,421 E Thomas St,No,Yes,No,Street
Montana,(206) 327-9362,4,$,98122,WA,Seattle,1506 E Olive Way,No,No,Yes,Street
Hiram M Chittenden Locks,(206) 783-7059,4_half,,98107,WA,Seattle,3015 NW 54th St,No,No,No,"Street, Private Lot"
La Cocina Oaxaquena,(206) 623-8226,4,$$,98101,WA,Seattle,1216 Pine St,Yes,Yes,Yes,Street
Serafina,(206) 323-0807,4,$$$,98102,WA,Seattle,2043 Eastlake Ave E,No,Yes,Yes,Street
Orfeo,(206) 443-1972,4_half,$$,98121,WA,Seattle,2107 3rd Ave,No,Yes,No,Street
Cafetal Quilombo,(206) 602-6412,5,$,98108,WA,Seattle,4343 15th Ave S,No,Yes,No,Street
Café Campagne,(206) 728-2233,4,$$,98101,WA,Seattle,1600 Post Alley,No,No,Yes,Street
The Dray,(206) 453-4527,4_half,$$,98117,WA,Seattle,708 NW 65th St,No,No,No,Street
Cortona Cafe,(206) 327-9728,4_half,$,98122,WA,Seattle,2425 E Union St,No,Yes,Yes,Street
Hiroki,(206) 547-4128,4_half,$$,98103,WA,Seattle,2224 N 56th St,No,Yes,Yes,"Street, Private Lot"
Bizzarro Italian Café,(206) 632-7277,4,$$,98103,WA,Seattle,1307 N 46th St,Yes,Yes,No,Street
Black Bottle,(206) 441-1500,4,$$,98121,WA,Seattle,2600 1st Ave,No,Yes,Yes,Street
Cactus Restaurants,(206) 913-2250,4,$$,98109,WA,Seattle,350 Terry Ave N,No,Yes,Yes,Street
Sharetea UW,(206) 632-1038,4,$,98105,WA,Seattle,1100 NE 45th St,No,Yes,No,Street
Wasabi,(206) 441-6044,4,$$,98121,WA,Seattle,2311 2nd Ave,No,Yes,Yes,Street
Arepa Venezuelan Kitchen,(206) 556-4879,4_half,$,98105,WA,Seattle,1405 NE 50th St,No,Yes,Yes,Street
Stone Way Cafe,(206) 420-4435,4_half,$,98103,WA,Seattle,3510 Stone Way N,No,Yes,Yes,Street
Piroshki on 3rd,(206) 322-2820,4,$,98104,WA,Seattle,710 3rd Ave,Yes,Yes,No,"Garage, Street"
Artusi,(206) 678-2516,4,$$,98122,WA,Seattle,1535 14th Ave,No,No,No,Street
Caravan Crêpes,,4_half,$,98144,WA,Seattle,,No,Yes,No,Street
Jhanjay Vegetarian Thai Cuisine,(206) 632-1484,4,$$,98103,WA,Seattle,1718 N 45th St,No,Yes,No,Street
Kabul Afghan Cuisine,(206) 545-9000,4_half,$$,98103,WA,Seattle,2301 N 45th St,No,Yes,No,Street
Tigerly Ox - Vietnamese Eatery,(206) 402-4381,4_half,$,98103,WA,Seattle,4405 Wallingford Ave N,No,Yes,Yes,Street
Eastern Cafe,(206) 623-1776,4_half,$,98104,WA,Seattle,510 Maynard Ave S,No,Yes,Yes,Street
Bulldog News,(206) 632-6397,4_half,$,98105,WA,Seattle,4208 University Way NE,No,Yes,No,Street
Cask & Trotter,(206) 453-4756,4,$$,98109,WA,Seattle,711 Westlake Ave,Yes,Yes,No,Street
Great NW Soup,(206) 582-3503,4_half,$,98102,WA,Seattle,1201 Eastlake Ave E,Yes,Yes,Yes,Street
